Date,Open,High,Low,Close,Volume,Change,news,Open_USD/KRW,High_USD/KRW,Low_USD/KRW,Close_USD/KRW,Adj Close_USD/KRW,Volume_USD/KRW,Open_ks11,High_ks11,Low_ks11,Close_ks11,Adj Close_ks11,Volume_ks11
2020-01-02,55500.0,0.23380281690140844,0.2690677966101695,0.2618556701030928,0.08546810305746125,0.3151213974792274,0.663265306122449,0.19658679262767323,0.2050768013818409,0.18848188615680359,0.19509807689608413,0.19509807689608413,,0.3969175515321186,0.38101406539150845,0.3946153730807146,0.38836413666148695,0.38836413666148695,0.06345290061365218
2020-01-03,56000.0,0.24507042253521127,0.2669491525423729,0.26804123711340205,0.11420096991569795,0.41114244049273896,0.5918367346938775,0.20653273785122095,0.22696205309170978,0.21736295318787818,0.20392469458475818,0.20392469458475818,,0.39220436976202,0.38160307071796756,0.391140071011917,0.3890623722020644,0.3890623722020644,0.106756500284684
2020-01-06,54900.0,0.22629107981220659,0.2605932203389831,0.26804123711340205,0.053361024932197874,0.37890432857845563,0.6224489795918368,0.23382101373841854,0.23923790513859236,0.24687204959555814,0.22807245256672062,0.22807245256672062,,0.3716637354702392,0.3599505893437302,0.38282118105979684,0.37748506058454795,0.37748506058454795,0.09445182514076042
2020-01-07,55700.0,0.24131455399061033,0.2817796610169492,0.27422680412371137,0.05017698787915888,0.4109681804283376,0.5510204081632654,0.23138305913103732,0.22679559197315907,0.23633081841059417,0.23243036420568414,0.23243036420568414,,0.37801549047784827,0.3695098109731037,0.39053669437699495,0.38856446304198544,0.38856446304198544,0.08670209400898336
2020-01-08,56200.0,0.26009389671361505,0.288135593220339,0.2948453608247423,0.20976615621740566,0.48520921374383646,0.4693877551020408,0.23141078796825337,0.2568737852061337,0.2376165206485798,0.22976553893692458,0.22976553893692458,,0.37237375288843994,0.35878356944800655,0.3762317872824995,0.3754499500827017,0.3754499500827017,0.19602075030049979
2020-01-09,58400.0,0.28262910798122065,0.3199152542372881,0.3319587628865979,0.2168801882934091,0.5668843050927309,0.7551020408163265,0.21703228741206562,0.2117424254816957,0.22079079641813912,0.21533245260885453,0.21533245260885453,,0.38653529807846326,0.3721940511017235,0.3947876911282855,0.3944694692495285,0.3944694692495285,0.09442019358512052
2020-01-10,58800.0,0.3032863849765258,0.3389830508474576,0.35051546391752575,0.12103710419925176,0.47000725234987834,0.5204081632653061,0.20938598228627367,0.21465874173691316,0.21990506554735262,0.20575670071992097,0.20575670071992097,,0.3905112615959975,0.383570491283701,0.4033761076618661,0.405261992717,0.405261992717,0.09502119314227873
2020-01-13,59600.0,0.3089201877934272,0.3559322033898305,0.36082474226804123,0.06613852719374745,0.42875149321902883,0.6224489795918368,0.20481510967361813,0.19841151889166225,0.2089928066000606,0.20331414152385685,0.20331414152385685,,0.3987089284126852,0.3966364708321182,0.4122068213960975,0.417640477791145,0.417640477791145,0.06142848105269817
2020-01-14,60400.0,0.3276995305164319,0.3728813559322034,0.36082474226804123,0.1317556219357445,0.37890432857845563,0.7755102040816326,0.19461992351002053,0.20216082673629956,0.20182257982714505,0.19501472503710884,0.19501472503710884,,0.41977384274376517,0.40795185273393736,0.4275353771323957,0.42284724845811067,0.42284724845811067,0.17137976845701272
2020-01-15,59500.0,0.30140845070422534,0.3516949152542373,0.3402061855670103,0.10093683600712222,0.28004078537465144,0.5510204081632654,0.20259866162829063,0.2106314302710025,0.2143919229996812,0.20364720200729927,0.20364720200729927,,0.4125319325807508,0.40096031841023894,0.4223899045425721,0.4185714141292922,0.4185714141292922,0.1430062630480167
