Date,news
2023-01-04,0.82
2023-01-05,0.17
2023-01-06,0.55
2023-01-09,0.29
2023-01-10,0.69
2023-01-11,0.43
2023-01-12,0.11
2023-01-13,0.33
2023-01-16,0.5
2023-01-17,0.29
2023-01-18,0.22
2023-01-19,0.54
2023-01-20,0.4
2023-01-25,0.37
2023-01-26,0.33
2023-01-27,0.67
2023-01-30,0.57
2023-01-31,0.33
2023-02-01,0.67
2023-02-02,0.67
2023-02-03,0.44
2023-02-06,0.12
2023-02-07,0.86
2023-02-08,0.19
2023-02-09,0.78
2023-02-10,0.43
2023-02-13,0.62
2023-02-14,0.46
2023-02-15,0.28
2023-02-16,0.43
2023-02-17,0.78
2023-02-20,0.43
2023-02-21,0.43
2023-02-22,1.0
2023-02-23,0.36
2023-02-24,0.29
2023-02-27,0.33
2023-02-28,0.75
2023-03-02,0.33
2023-03-03,0.98
2023-03-06,0.38
2023-03-07,0.19
2023-03-08,0.67
2023-03-09,0.04
2023-03-10,0.47
2023-03-13,0.41
2023-03-14,0.55
2023-03-15,0.57
2023-03-16,0.43
2023-03-17,0.38
2023-03-20,0.22
2023-03-21,0.22
2023-03-22,0.22
2023-03-23,0.23
2023-03-24,0.63
2023-03-27,0.16
2023-03-28,0.71
2023-03-29,0.56
2023-03-30,0.36
2023-03-31,0.77
2023-04-03,0.4
2023-04-04,0.65
2023-04-05,0.48
2023-04-06,0.11
2023-04-07,0.33
2023-04-10,0.3
2023-04-11,0.33
2023-04-12,0.42
2023-04-13,0.04
2023-04-14,0.43
2023-04-17,0.13
2023-04-18,0.53
2023-04-19,0.07
2023-04-20,0.33
2023-04-21,0.36
2023-04-24,0.14
2023-04-25,0.45
2023-04-26,0.36
2023-04-27,0.64
2023-04-28,0.56
2023-05-02,0.13
2023-05-03,0.71
2023-05-04,0.19
2023-05-08,0.33
2023-05-09,1.0
2023-05-10,0.75
2023-05-11,0.72
2023-05-12,0.48
2023-05-15,0.34
2023-05-16,0.43
2023-05-17,0.63
2023-05-18,0.09
2023-05-19,1.0
2023-05-22,0.33
2023-05-23,0.0
2023-05-24,0.18
2023-05-25,0.11
2023-05-26,0.45
2023-05-30,0.21
2023-05-31,0.45
2023-06-01,0.9
2023-06-02,0.57
2023-06-05,0.45
2023-06-07,0.33
2023-06-08,0.46
2023-06-09,0.47
2023-06-12,0.54
2023-06-13,0.33
2023-06-14,0.56
2023-06-15,0.17
2023-06-16,0.5
2023-06-19,0.21
2023-06-20,0.17
2023-06-21,0.57
2023-06-22,0.12
2023-06-23,0.0
2023-06-26,0.64
2023-06-27,0.25
2023-06-28,0.82
2023-06-29,0.33
2023-06-30,0.18
2023-07-03,0.0
2023-07-04,0.33
2023-07-05,0.38
2023-07-06,0.33
2023-07-07,0.15
2023-07-10,0.36
2023-07-11,0.46
2023-07-12,0.11
2023-07-13,"[['카톡으로 단골 확보…카카오, 20개 전통시장 디지털 전환 시동', '[단독]카카오엔터프라이즈, 내주 희망퇴직…클라우드 외 전직원 대상', '카카오, AI 자회사 카카오브레인에 700억원 수혈', '카카오, 전통시장 디지털 전환 시동', 'KT·카카오, IT 기술로 소상공인 지원', '[ICT 소식] 카카오·틱톡·NHN클라우드 外', '“카카오 콜 가입하면 제명”…충주 통합 콜택시 ‘명암’', '“제2 카카오 화재 막아야”...금융사 재해복구센터 의무설치 확대', '카카오, 실적 추정치 하향 속 목표가도 ↓-유진', '카카오 홍은택 대표 출범 1년…상생 경영 총력, 규제 대응은 과제']]"
2023-07-14,"[['카카오페이-페이페이, 일본서 할인 기획전 진행', ""자회사에 1700억원 쏜 카카오, '잘 될 사업' 밀어주나 [이명지의 IT뷰어]"", '[단독] 카카오페이손해보험 대표 교체…장영근 전 볼트테크코리아 대표 내정', '“업무 효율 높여라”…카카오, 조직장이 근무형태 조정한다', ""'7년 만에 영업적자' 카카오엔터 수익성 개선할 수 있을까"", '나홀로 독주 카카오택시…1년새 평균 이용자 30만↑', '카카오, 출근 제도 또 손질…""사무실 싫다"" 직원들 부글부글 [정지은의 산업노...', '카카오엔터프라이즈 희망퇴직 실시…""경영 쇄신 목적""', '“카카오 콜 가입하면 제명”…충주 통합 콜택시 ‘명암’', '카카오게임즈 ‘아레스’, 사전 캐릭터명 선점 신규 월드 추가']]"
2023-07-17,"[[""카카오, 콘진원과 이모티콘∙캐릭터 IP 생태계 활성화 '맞손'"", '[게시판] 카카오브레인, 칼로 2.0 기반 웹서비스 공개', '카카오, 콘텐츠진흥원과 콘텐츠IP산업 동반성장 협력', '이복현 “카카오-에스엠 시세조종 의혹…실체 규명 자신”', '이복현 금감원장 ""카카오 시세 조종 의혹, 실체 규명 자신 있다""', '하루 만에 모금액 3억…네이버·카카오 채팅방은 뜨거웠다', '카카오뱅크, 개발자 위한 KWDC2023에 플래티넘 후원사 참여', '[단독] 카카오헬스, 국민 정신건강 돌본다', '카카오게임즈 가디언테일즈, 서비스 3주년 기념 간담회 개최', '210만 구독자 승우아빠, 카카오엔터 자회사 3Y코퍼레이션 계약']]"
2023-07-18,"[['카카오벤처스, 캐주얼 게임 개발사 ‘드리모’에 투자', 'KT·LGU+ 영유아 전용 서비스에 카카오 TV 애니 출시', '""카카오, 에스엠 시세 조종했나""…금융당국, 고강도 제재 예고', '""이제 정보도 은행에 맡기세요""…카카오뱅크 \'개인금고\' 선봬', ""카카오뱅크에 사진·비밀번호·문서 보관…'개인금고' 서비스 출시"", ""전북교육청, '카카오톡 채널' 개설"", '카카오브레인, ‘칼로 2.0’ 기반 ‘칼로 웹 서비스’ 공개', '카카오·케이·토스뱅크, 집중호우 피해복구 성금 기부', '[통신 소식] SK텔레콤·KT·LG유플러스·카카오 外', ""한국 찾는 'AI 4대 천왕' 앤드류 응, 네이버·카카오도 방문""]]"
2023-07-19,"[['카카오, 수해 복구에 5억 기부…국민 댓글당 별도 1000원', '카카오는 벌써 뛰어들었다고? 4년 후 5조원 된다는 이 시장', '카카오, 집중호우 피해 복구 성금 5억원 기부', '네이버·카카오보다 빨랐다…LG, 차세대 AI ‘엑사원 2.0’ 공개', ""네이버는 '순항' 카카오는 '암울' …왜 주가 전망 엇갈렸나"", '내년부터 네이버·카카오·토스에서 보험 비교 가능해진다', 'CJ·카카오·네이버 등 5억 기부… 경제계, 집중호우 피해 이재민에 손길 이어...', '가지 많은 나무 카카오, 올 들어 4280억 계열사에 쏟았다', '카카오게임즈 아레스, MMORPG 새 바람 일으키나', '허닭프렌즈-네네치킨 ‘순살 닭다리 5종’ 카카오 메이커스 선론칭']]"
2023-07-20,"[['카카오엔터프라이즈, ‘K-PaaS 확장성 확인’ 획득', '카카오모빌리티, 맞춤 기사 선택·의전 예약 서비스 도입', '""카카오택시, 배민 출현을 봐라. 로톡이 장악하면..."" 변협 로톡에 강한 우려', '카카오택시 맞서… 공공 콜택시 정비 나선 지자체', '카카오 찾은 석학 \'앤드류 응\'…""한국 AI 전문성 돋보여""', ""'270억원 과징금' 카카오모빌리티, 공정위에 행정소송 제기"", '웹툰 만든 네이버·카카오, 저작권 보호도 ‘일품’…불법물 차단 성과 ‘뚜렷...', 'SM엔터 인수로 ‘한국판 디즈니’ 꿈꿨던 카카오... 시세조종 의혹 불거지며 ...', '카카오게임즈, ‘이터널 리턴’ 정식 서비스 시작', '‘계열사 부진’에 허리 휘는 카카오…2년 새 주가 3분의 1 토막']]"
2023-07-21,"[[""카카오모빌 '도로위 히어로즈', 모빌리티 종사자로 확대"", '카카오페이 ""이탈리아 밀라노서도 결제 서비스 제공""', '카카오엔터, 무빙ㆍ경이로운소문 등 IP 영상화 라인업 공개', '[단독] ‘구조조정 책임 사퇴’ 카카오엔터프라이즈 백상엽 전 대표, 고문으로...', ""카카오 픽코마, 日 최다지출앱 '1위'"", '2Q 실적 전망, 또 喜悲 엇갈린 네이버·카카오…왜?', '""휴가지에서 \'아레스\' 어때?"" 인천공항 물들인 카카오게임즈', ""카카오게임즈 '이터널 리턴 1.0', 정식 출시 후 스팀 인기게임 1위"", ""SPC 배스킨라빈스, '카카오프렌즈 트래블 캐리어' 출시"", '[ICT 소식] KT·웹젠·카카오엔터 外']]"
2023-07-24,"[['카카오 공동체, 연이은 구조조정에 뿔났다…26일 노조 집회', '카카오, 2년 전 약속 지켰다…‘처치 곤란’ 선물, 100% 환불 가능', '""기사님 친절했나요? 팁 줄 수 있어요""…카카오 T \'팁\' 반응은', '카카오뱅크, 기술력 세계서 인정받았다', ""카카오게임즈 '아레스', 사전 다운로드 시작"", '네이버·카카오 올 2분기 실적 엇갈리나…AI 전쟁 하반기 승부수', '카카오게임즈 ‘아레스’, 앱스토어 인기 1위 ‘청신호’', '희망퇴직에 뿔난 카카오 크루…노조 단체행동 나선다', '270억 과징금에 카카오모빌리티 vs 공정위 ‘티격태격’ [재계 TALK TALK]', ""[게임소식] 카카오게임즈, MMROPG '아레스' 사전 다운로드 시작 외""]]"
2023-07-25,"[['""카카오를 구하라"" 노조가 외치는 이유는? [1일IT템]', ""카카오 택시에 2천원 '팁' 준다? 팁 결제창 두고 시끌"", ""카카오게임즈 여름 대작 '아레스' 오늘 출격…'제2의 오딘' 될까"", '카카오게임즈, MMORPG 아레스 정식 출시', 'SM엔터 인수 나설 때는 좋았지만…카카오 시세 조정 수사에 주가 나락 [재계 ...', '전화번호 묻지 않는 시대… 도전받는 네이버, 카카오 [광화문에서/송충현]', '‘AI 경쟁 2막’ 빅테크 지켜만 본 韓…LG·네이버·카카오·KT, 하반기 ‘반...', '""국민주였던 카카오 봤잖아""…에코프로 쏠림에 증권가 \'경고\'', '[종합] 대전 기반 4번째 인터넷은행 출범···""\'카카오·하나은행\'에 투자 요...', '카카오, 콘텐츠 자산으로 글로벌 공략 나선다']]"
2023-07-26,"[['‘문어발’ 정리 나선 카카오…“경영실패 책임 노동자만” 반발', '""카카오택시 팁 제도 실화입니까?""…시민들 화들짝', '""고용안정 책임져라""…카카오 노조, 김범수 센터장에 항의서한 전달', '카카오 노조, 첫 장외집회', '한우자조금, 한우 선물&쇼핑 카카오에서 가능', '카카오페이 추격하는 네이버페이… 삼성페이 연동되니 사용자 2배 이상 증가', '몸집 불렸던 카카오 온갖 악재에 허덕…직원은 단체 행동', ""BBQ, 카카오톡 선물하기 '모바일 상품권' 출시"", ""카카오, '2023 카카오 클래스' 심화과정 참가자 모집"", '카카오 판교아지트 앞 집회']]"
2023-07-27,"[['[단독] 남궁훈 카카오 前대표, 서강대 교수됐다...‘사회인 준비’ 지도', '카카오페이로 서류 없이 실손보험금 청구한다', ""카카오, '춘식이' 활용한 프로야구 굿즈 선보인다"", '계열사 연쇄 적자, 출구는 인력 감축뿐?…카카오에 쏟아진 서릿발 호통', '카카오, 프로야구 구단들 협업한 춘식이 굿즈 출시', '더 벌어진 격차…‘웹툰 1위’ 네이버, 어쩌다 카카오에 日 앱 시장 내줬나', '[게시판] 카카오페이, 병원비 간편 청구 서비스 확대', '카카오헬스케어-경희의료원, ‘스마트임상시험 신기술개발 연구’ 사업자 선정', ""카카오게임즈 아키에이지 워, '렐름 던전' 업데이트"", '광장으로 나온 카카오 노동자들 ""고용불안, 회사가 책임져라""']]"
