Date,news
2020-09-11,0.47
2020-09-14,0.53
2020-09-15,0.32
2020-09-16,0.51
2020-09-17,0.73
2020-09-18,0.67
2020-09-21,0.78
2020-09-22,0.57
2020-09-23,0.78
2020-09-24,0.63
2020-09-25,0.42
2020-09-28,0.53
2020-09-29,0.45
2020-10-05,0.65
2020-10-06,0.45
2020-10-07,0.55
2020-10-08,0.92
2020-10-12,0.23
2020-10-13,0.15
2020-10-14,0.47
2020-10-15,0.67
2020-10-16,0.7
2020-10-19,0.38
2020-10-20,0.67
2020-10-21,0.52
2020-10-22,0.41
2020-10-23,0.68
2020-10-26,0.25
2020-10-27,0.08
2020-10-28,0.32
2020-10-29,0.92
2020-10-30,0.68
2020-11-02,0.42
2020-11-03,0.24
2020-11-04,0.47
2020-11-05,0.63
2020-11-06,0.51
2020-11-09,0.65
2020-11-10,0.53
2020-11-11,0.46
2020-11-12,0.53
2020-11-13,0.78
2020-11-16,0.78
2020-11-17,0.48
2020-11-18,0.29
2020-11-19,0.47
2020-11-20,0.64
2020-11-23,0.53
2020-11-24,0.58
2020-11-25,0.64
2020-11-26,0.47
2020-11-27,0.57
2020-11-30,0.12
2020-12-01,0.54
2020-12-02,0.82
2020-12-03,0.78
2020-12-04,0.65
2020-12-07,0.29
2020-12-08,0.63
2020-12-09,0.62
2020-12-10,0.75
2020-12-11,0.55
2020-12-14,0.73
2020-12-15,0.46
2020-12-16,0.76
2020-12-17,0.47
2020-12-18,0.54
2020-12-21,0.69
2020-12-22,0.55
2020-12-23,0.72
2020-12-24,0.95
2020-12-28,0.85
2020-12-29,0.39
2020-12-30,0.8
2021-01-04,0.73
2021-01-05,0.56
2021-01-06,0.77
2021-01-07,0.56
2021-01-08,0.83
2021-01-11,0.72
2021-01-12,0.51
2021-01-13,0.56
2021-01-14,0.43
2021-01-15,0.79
2021-01-18,0.17
2021-01-19,0.55
2021-01-20,0.63
2021-01-21,0.53
2021-01-22,0.54
2021-01-25,0.53
2021-01-26,0.22
2021-01-27,0.57
2021-01-28,0.7
2021-01-29,0.62
2021-02-01,0.56
2021-02-02,0.64
2021-02-03,0.28
2021-02-04,0.17
2021-02-05,0.55
2021-02-08,0.18
2021-02-09,0.33
2021-02-10,0.36
2021-02-15,0.52
2021-02-16,0.58
2021-02-17,0.47
2021-02-18,0.43
2021-02-19,0.45
2021-02-22,0.33
2021-02-23,0.62
2021-02-24,0.83
2021-02-25,0.71
2021-02-26,0.37
2021-03-02,0.51
2021-03-03,0.58
2021-03-04,0.53
2021-03-05,0.42
2021-03-08,0.49
2021-03-09,0.36
2021-03-10,0.71
2021-03-11,0.26
2021-03-12,1.0
2021-03-15,0.44
2021-03-16,0.42
2021-03-17,0.46
2021-03-18,0.28
2021-03-19,0.44
2021-03-22,0.63
2021-03-23,0.36
2021-03-24,0.59
2021-03-25,0.73
2021-03-26,0.83
2021-03-29,0.78
2021-03-30,0.37
2021-03-31,0.66
2021-04-01,0.58
2021-04-02,0.53
2021-04-05,0.71
2021-04-06,0.48
2021-04-07,0.67
2021-04-08,0.46
2021-04-09,0.21
2021-04-12,0.6
2021-04-13,0.56
2021-04-14,0.63
2021-04-15,0.43
2021-04-16,0.53
2021-04-19,0.47
2021-04-20,0.48
2021-04-21,0.65
2021-04-22,0.67
2021-04-23,0.66
2021-04-26,0.42
2021-04-27,0.44
2021-04-28,0.29
2021-04-29,0.71
2021-04-30,0.56
2021-05-03,0.21
2021-05-04,0.34
2021-05-06,0.72
2021-05-07,0.67
2021-05-10,0.68
2021-05-11,0.47
2021-05-12,0.29
2021-05-13,0.63
2021-05-14,0.52
2021-05-17,0.43
2021-05-18,0.65
2021-05-20,0.29
2021-05-21,0.67
2021-05-24,0.53
2021-05-25,0.76
2021-05-26,0.47
2021-05-27,0.46
2021-05-28,0.44
2021-05-31,0.58
2021-06-01,0.22
2021-06-02,0.56
2021-06-03,0.13
2021-06-04,0.53
2021-06-07,0.57
2021-06-08,0.35
2021-06-09,0.79
2021-06-10,0.63
2021-06-11,0.42
2021-06-14,0.48
2021-06-15,0.58
2021-06-16,0.43
2021-06-17,0.35
2021-06-18,0.35
2021-06-21,0.27
2021-06-22,0.31
2021-06-23,0.45
2021-06-24,0.69
2021-06-25,0.63
2021-06-28,0.65
2021-06-29,0.55
2021-06-30,0.83
2021-07-01,0.76
2021-07-02,0.35
2021-07-05,0.39
2021-07-06,0.78
2021-07-07,0.83
2021-07-08,0.94
2021-07-09,0.43
2021-07-12,0.43
2021-07-13,0.61
2021-07-14,0.22
2021-07-15,0.68
2021-07-16,0.45
2021-07-19,0.43
2021-07-20,0.54
2021-07-21,0.52
2021-07-22,0.36
2021-07-23,0.65
2021-07-26,0.44
2021-07-27,0.51
2021-07-28,0.37
2021-07-29,0.84
2021-07-30,0.43
2021-08-02,0.62
2021-08-03,0.49
2021-08-04,0.65
2021-08-05,0.37
2021-08-06,0.44
2021-08-09,0.47
2021-08-10,0.46
2021-08-11,0.33
2021-08-12,0.57
2021-08-13,0.43
2021-08-17,0.64
2021-08-18,0.29
2021-08-19,0.43
2021-08-20,0.57
2021-08-23,0.54
2021-08-24,0.69
2021-08-25,0.32
2021-08-26,0.23
2021-08-27,0.85
2021-08-30,0.55
2021-08-31,0.52
2021-09-01,0.34
2021-09-02,0.52
2021-09-03,0.43
2021-09-06,0.63
2021-09-07,0.47
2021-09-08,0.33
2021-09-09,0.33
2021-09-10,0.61
2021-09-13,0.51
2021-09-14,0.41
2021-09-15,0.89
2021-09-16,0.58
2021-09-17,0.55
2021-09-23,0.61
2021-09-24,0.56
2021-09-27,0.68
2021-09-28,0.53
2021-09-29,0.27
2021-09-30,0.45
2021-10-01,0.45
2021-10-05,0.22
2021-10-06,0.17
2021-10-07,0.84
2021-10-08,0.87
2021-10-12,0.53
2021-10-13,0.34
2021-10-14,0.35
2021-10-15,0.68
2021-10-18,0.59
2021-10-19,0.33
2021-10-20,0.28
2021-10-21,0.72
2021-10-22,0.26
2021-10-25,0.23
2021-10-26,0.32
2021-10-27,0.56
2021-10-28,0.85
2021-10-29,0.45
2021-11-01,0.52
2021-11-02,0.49
2021-11-03,0.4
2021-11-04,0.65
2021-11-05,0.52
2021-11-08,0.27
2021-11-09,0.84
2021-11-10,0.63
2021-11-11,0.77
2021-11-12,0.43
2021-11-15,0.53
2021-11-16,0.51
2021-11-17,0.75
2021-11-18,0.55
2021-11-19,0.63
2021-11-22,0.69
2021-11-23,0.76
2021-11-24,0.85
2021-11-25,0.63
2021-11-26,0.47
2021-11-29,0.54
2021-11-30,0.78
2021-12-01,0.59
2021-12-02,0.47
2021-12-03,0.48
2021-12-06,0.54
2021-12-07,0.67
2021-12-08,0.32
2021-12-09,0.78
2021-12-10,0.68
2021-12-13,0.58
2021-12-14,0.57
2021-12-15,0.63
2021-12-16,0.36
2021-12-17,0.59
2021-12-20,0.53
2021-12-21,0.83
2021-12-22,0.85
2021-12-23,0.56
2021-12-24,0.67
2021-12-27,0.51
2021-12-28,0.45
2021-12-29,0.46
2021-12-30,0.42
2022-01-03,0.36
2022-01-04,0.72
2022-01-05,0.75
2022-01-06,0.78
2022-01-07,0.86
2022-01-10,0.39
2022-01-11,0.08
2022-01-12,0.52
2022-01-13,0.68
2022-01-14,0.62
2022-01-17,0.43
2022-01-18,0.72
2022-01-19,0.67
2022-01-20,0.77
2022-01-21,0.62
2022-01-24,0.33
2022-01-25,0.49
2022-01-26,0.63
2022-01-27,0.93
2022-01-28,0.71
2022-02-03,0.43
2022-02-04,0.07
2022-02-07,0.33
2022-02-08,0.28
2022-02-09,0.22
2022-02-10,0.44
2022-02-11,0.52
2022-02-14,0.44
2022-02-15,0.36
2022-02-16,0.36
2022-02-17,0.35
2022-02-18,0.24
2022-02-21,0.05
2022-02-22,0.54
2022-02-23,0.39
2022-02-24,0.62
2022-02-25,0.55
2022-02-28,0.3
2022-03-02,0.77
2022-03-03,0.46
2022-03-04,0.55
2022-03-07,0.22
2022-03-08,0.23
2022-03-10,0.59
2022-03-11,0.46
2022-03-14,0.56
2022-03-15,0.28
2022-03-16,0.22
2022-03-17,0.63
2022-03-18,0.33
2022-03-21,0.33
2022-03-22,0.79
2022-03-23,0.57
2022-03-24,0.12
2022-03-25,0.06
2022-03-28,0.11
2022-03-29,0.52
2022-03-30,0.55
2022-03-31,0.48
2022-04-01,0.53
2022-04-04,0.47
2022-04-05,0.44
2022-04-06,0.31
2022-04-07,0.87
2022-04-08,0.21
2022-04-11,0.49
2022-04-12,0.28
2022-04-13,0.29
2022-04-14,0.46
2022-04-15,0.25
2022-04-18,0.52
2022-04-19,0.54
2022-04-20,0.48
2022-04-21,0.62
2022-04-22,0.22
2022-04-25,0.35
2022-04-26,0.56
2022-04-27,0.39
2022-04-28,0.94
2022-04-29,0.61
2022-05-02,0.26
2022-05-03,0.27
2022-05-04,0.57
2022-05-06,0.28
2022-05-09,0.62
2022-05-10,0.74
2022-05-11,0.54
2022-05-12,0.68
2022-05-13,0.37
2022-05-16,0.37
2022-05-17,0.27
2022-05-18,0.54
2022-05-19,0.54
2022-05-20,0.83
2022-05-23,0.6
2022-05-24,0.67
2022-05-25,0.43
2022-05-26,0.53
2022-05-27,0.38
2022-05-30,0.47
2022-05-31,0.71
2022-06-02,0.67
2022-06-03,0.23
2022-06-07,0.27
2022-06-08,0.27
2022-06-09,0.44
2022-06-10,0.02
2022-06-13,0.29
2022-06-14,0.43
2022-06-15,0.35
2022-06-16,0.37
2022-06-17,0.29
2022-06-20,0.29
2022-06-21,0.19
2022-06-22,0.39
2022-06-23,0.47
2022-06-24,0.71
2022-06-27,0.64
2022-06-28,0.39
2022-06-29,0.39
2022-06-30,0.89
2022-07-01,0.07
2022-07-04,0.27
2022-07-05,0.61
2022-07-06,0.31
2022-07-07,0.72
2022-07-08,0.59
2022-07-11,0.22
2022-07-12,0.54
2022-07-13,0.38
2022-07-14,0.56
2022-07-15,0.56
2022-07-18,0.87
2022-07-19,0.38
2022-07-20,0.64
2022-07-21,0.76
2022-07-22,0.83
2022-07-25,0.83
2022-07-26,0.51
2022-07-27,0.47
2022-07-28,0.6
2022-07-29,0.26
2022-08-01,0.2
2022-08-02,0.33
2022-08-03,0.64
2022-08-04,0.56
2022-08-05,0.35
2022-08-08,0.47
2022-08-09,0.21
2022-08-10,0.35
2022-08-11,0.33
2022-08-12,0.35
2022-08-16,0.56
2022-08-17,0.64
2022-08-18,0.09
2022-08-19,0.38
2022-08-22,0.48
2022-08-23,0.43
2022-08-24,0.24
2022-08-25,0.53
2022-08-26,0.39
2022-08-29,0.55
2022-08-30,0.28
2022-08-31,0.56
2022-09-01,0.62
2022-09-02,0.52
2022-09-05,0.16
2022-09-06,0.43
2022-09-07,0.45
2022-09-08,0.23
2022-09-13,0.74
2022-09-14,0.05
2022-09-15,0.88
2022-09-16,0.13
2022-09-19,0.38
2022-09-20,0.27
2022-09-21,0.65
2022-09-22,0.64
2022-09-23,0.43
2022-09-26,0.23
2022-09-27,0.33
2022-09-28,0.31
2022-09-29,0.23
2022-09-30,0.18
2022-10-04,0.56
2022-10-05,0.63
2022-10-06,0.48
2022-10-07,0.15
2022-10-11,0.18
2022-10-12,0.72
2022-10-13,0.32
2022-10-14,0.22
2022-10-17,0.43
2022-10-18,0.82
2022-10-19,0.53
2022-10-20,0.26
2022-10-21,0.39
2022-10-24,0.53
2022-10-25,0.46
2022-10-26,0.33
2022-10-27,0.5
2022-10-28,0.31
2022-10-31,0.23
2022-11-01,0.43
2022-11-02,0.45
2022-11-03,0.82
2022-11-04,0.62
2022-11-07,0.89
2022-11-08,0.18
2022-11-09,0.53
2022-11-10,0.47
2022-11-11,0.4
2022-11-14,0.57
2022-11-15,0.2
2022-11-16,0.45
2022-11-17,0.43
2022-11-18,0.66
2022-11-21,0.42
2022-11-22,0.29
2022-11-23,0.65
2022-11-24,0.52
2022-11-25,0.22
2022-11-28,0.23
2022-11-29,0.47
2022-11-30,0.59
2022-12-01,0.44
2022-12-02,0.08
2022-12-05,0.79
2022-12-06,0.76
2022-12-07,0.22
2022-12-08,0.57
2022-12-09,0.52
2022-12-12,0.23
2022-12-13,0.63
2022-12-14,0.32
2022-12-15,0.15
2022-12-16,0.44
2022-12-19,0.63
2022-12-20,0.29
2022-12-21,0.14
2022-12-22,0.45
2022-12-23,0.29
2022-12-26,0.57
2022-12-27,0.53
2022-12-28,0.28
2022-12-29,0.35
2023-01-02,0.75
2023-01-03,0.23
2023-01-04,0.45
2023-01-05,0.62
2023-01-06,0.15
2023-01-09,0.7
2023-01-10,0.19
2023-01-11,0.39
2023-01-12,0.49
2023-01-13,0.45
2023-01-16,0.44
2023-01-17,0.73
2023-01-18,0.6
2023-01-19,0.64
2023-01-20,0.58
2023-01-25,0.68
2023-01-26,0.58
2023-01-27,0.68
2023-01-30,0.53
2023-01-31,0.23
2023-02-01,0.24
2023-02-02,0.53
2023-02-03,0.47
2023-02-06,0.55
2023-02-07,0.44
2023-02-08,0.44
2023-02-09,0.58
2023-02-10,0.57
2023-02-13,0.68
2023-02-14,0.27
2023-02-15,0.68
2023-02-16,0.79
2023-02-17,0.77
2023-02-20,0.66
2023-02-21,0.86
2023-02-22,0.39
2023-02-23,0.74
2023-02-24,0.63
2023-02-27,0.36
2023-02-28,0.53
2023-03-02,0.54
2023-03-03,0.23
2023-03-06,0.68
2023-03-07,0.73
2023-03-08,0.57
2023-03-09,0.53
2023-03-10,0.44
2023-03-13,0.35
2023-03-14,0.32
2023-03-15,0.32
2023-03-16,0.66
2023-03-17,0.63
2023-03-20,0.23
2023-03-21,0.63
2023-03-22,0.46
2023-03-23,0.56
2023-03-24,0.31
2023-03-27,0.32
2023-03-28,0.64
2023-03-29,0.46
2023-03-30,0.42
2023-03-31,0.37
2023-04-03,0.15
2023-04-04,0.45
2023-04-05,0.45
2023-04-06,0.64
2023-04-07,0.25
2023-04-10,0.56
2023-04-11,0.47
2023-04-12,0.43
2023-04-13,0.34
2023-04-14,0.28
2023-04-17,0.05
2023-04-18,0.43
2023-04-19,0.63
2023-04-20,0.57
2023-04-21,0.43
2023-04-24,0.31
2023-04-25,0.47
2023-04-26,0.45
2023-04-27,0.2
2023-04-28,0.46
2023-05-02,0.39
2023-05-03,0.34
2023-05-04,0.33
2023-05-08,0.6
2023-05-09,0.47
2023-05-10,0.44
2023-05-11,0.33
2023-05-12,0.51
2023-05-15,0.54
2023-05-16,0.82
2023-05-17,0.43
2023-05-18,0.91
2023-05-19,0.77
2023-05-22,0.74
2023-05-23,0.92
2023-05-24,0.71
2023-05-25,0.78
2023-05-26,0.76
2023-05-30,0.78
2023-05-31,0.59
2023-06-01,0.7
2023-06-02,0.25
2023-06-05,0.42
2023-06-07,0.61
2023-06-08,0.39
2023-06-09,0.35
2023-06-12,0.26
2023-06-13,0.31
2023-06-14,0.39
2023-06-15,0.58
2023-06-16,0.46
2023-06-19,0.28
2023-06-20,0.63
2023-06-21,0.64
2023-06-22,0.56
